Date,Actual,MA,ES,RNN,Equal_Average,GWO_Ensemble
2016-09-12,0.5208909562060053,0.6636299014348876,0.6080473786637511,0.5886645,0.620113917400586,0.6123334640335689
2016-09-13,0.4628539916694255,0.6636299014348876,0.5688193660053961,0.5309681,0.5878057990250469,0.5728537085504102
2016-09-14,0.47890141370006245,0.6636299014348876,0.5868853002051855,0.54044527,0.5969868232647392,0.5793386102862057
2016-09-15,0.4358159084454189,0.6636299014348876,0.5007584152581874,0.48421067,0.5495329955624765,0.5408590795210889
2016-09-16,0.5310090302770901,0.6636299014348876,0.5753794873455629,0.55373013,0.5975798396586894,0.5884290150256981
2016-09-17,0.6906863884979704,0.6636299014348876,0.7178185090046931,0.70935166,0.6969333564202289,0.6949158326507383
2016-09-18,0.7826872766880859,0.6636299014348876,0.7567595789357368,0.7248216,0.7150703691702232,0.7055014354885594
2016-09-19,0.522726364543616,0.6636299014348876,0.6102563420417491,0.5812136,0.6183666123198693,0.6072350669173229
2016-09-20,0.4994810652841777,0.6636299014348876,0.5710283293833941,0.5311443,0.5886008505943651,0.5729742706229324
2016-09-21,0.5117650243600547,0.6636299014348876,0.5890942635831834,0.5155841,0.5894360920772517,0.5623269184692119
2016-09-22,0.4088199215446828,0.6636299014348876,0.5029673786361855,0.44740763,0.5380016377124168,0.5156759424832196
2016-09-23,0.5092675637046078,0.6636299014348876,0.5775884507235608,0.5069189,0.5827124197746586,0.5563975974343285
2016-09-24,0.6618876951025975,0.6636299014348876,0.7200274723826912,0.64817005,0.6772758092588239,0.6530512239650818
2016-09-25,0.7316121169057213,0.6636299014348876,0.7589685423137347,0.6571051,0.6932345106608567,0.6591651811644805
2016-09-26,0.5096769158016444,0.6636299014348876,0.6124653054197471,0.5344448,0.6035133386048652,0.5752326886343551
2016-09-27,0.45090005175828196,0.6636299014348876,0.573237292761392,0.49705395,0.5779737150737629,0.5496473245466842
2016-09-28,0.4846775752527458,0.6636299014348876,0.5913032269611814,0.4768136,0.5772489142548359,0.5357975117524367
2016-09-29,0.3991676399789589,0.6636299014348876,0.5051763420141835,0.42021775,0.5296746653019121,0.4970707797959951
2016-09-30,0.5397019525482515,0.6636299014348876,0.5797974141015588,0.5043982,0.5826085140914742,0.5546727767147889
2016-10-01,0.9031315690942938,0.6636299014348876,0.7222364357606892,0.6534599,0.6797754145912136,0.6566709003433844
2016-10-02,0.9658655002134355,0.6636299014348876,0.7611775056917327,0.6669364,0.6972479348930368,0.6658924306116855
2016-10-03,0.6397278193468431,0.6636299014348876,0.614674268797745,0.56341803,0.6139074003238211,0.5950581344504104
2016-10-04,0.5558113642344107,0.6636299014348876,0.57544625613939,0.5243782,0.5878181126927077,0.568344417853484
2016-10-05,0.5755290739971046,0.6636299014348876,0.5935121903391793,0.48483232,0.5806581361370354,0.5412844523679661
2016-10-06,0.44590963102896136,0.6636299014348876,0.5073853053921815,0.42416245,0.5317258847598715,0.4997700079832698
2016-10-07,0.6124238579733878,0.6636299014348876,0.5820063774795567,0.504754,0.5834634285923616,0.554916225635927
2016-10-08,0.7163605763821637,0.6636299014348876,0.7244453991386872,0.6365964,0.6748905607459502,0.6451317314515828
2016-10-09,0.8362878576287325,0.6636299014348876,0.7633864690697306,0.6356184,0.6875449197191399,0.6444625222208851
2016-10-10,0.556735468722615,0.6636299014348876,0.616883232175743,0.5416882,0.6074004458074254,0.580189111266687
2016-10-11,0.47967930306020273,0.6636299014348876,0.577655219517388,0.5042902,0.5818584480246396,0.5545988733063281
2016-10-12,0.5103767910216495,0.6636299014348876,0.5957211537171774,0.4565721,0.5719743802570126,0.5219468832472791
2016-10-13,0.42852558079201697,0.6636299014348876,0.5095942687701793,0.40726602,0.5268300636599694,0.4882083254703477
2016-10-14,0.512555149276148,0.6636299014348876,0.5842153408575548,0.49944106,0.582428766578687,0.55128074485874
2016-10-15,0.684057869068284,0.6636299014348876,0.7266543625166852,0.6299543,0.6734128474735529,0.6405867534023368
2016-10-16,0.8488068423728701,0.6636299014348876,0.7655954324477287,0.6341938,0.6878063706402138,0.6434877068976947
2016-10-17,0.545292353731271,0.6636299014348876,0.6190921955537411,0.5610112,0.614577764057143,0.5934112141227914
2016-10-18,0.48381290906025654,0.6636299014348876,0.579864182895386,0.5251343,0.5895428031192465,0.5688618232838003
2016-10-19,0.4970495087703351,0.6636299014348876,0.5979301170951754,0.4654355,0.5756651744811311,0.5280118366137501
2016-10-20,0.4471204130176758,0.6636299014348876,0.5118032321481774,0.4164912,0.5306414480145759,0.49452082670528025
2016-10-21,0.5137100074147471,0.6636299014348876,0.5864243042355528,0.5076969,0.5859170440880737,0.5569299711598463
2016-10-22,0.6478661388953348,0.6636299014348876,0.7288633258946831,0.62687385,0.6731223593840064,0.6384789156249302
2016-10-23,0.7859924315967347,0.6636299014348876,0.7678043958257267,0.62464327,0.6853591878205445,0.6369525981553789
2016-10-24,0.512981433207363,0.6636299014348876,0.621301158931739,0.55789125,0.6142741033411013,0.591276335528713
2016-10-25,0.4683712330875808,0.6636299014348876,0.582073146273384,0.5162816,0.5873282174917058,0.5628041909227482
2016-10-26,0.48595057440668377,0.6636299014348876,0.6001390804731733,0.44696495,0.5702446437591638,0.5153730282367305
2016-10-27,0.41735822330004985,0.6636299014348876,0.5140121955261754,0.4037426,0.5271282361230989,0.4857973695187246
2016-10-28,0.4901286726381829,0.6636299014348876,0.5886332676135507,0.49921483,0.5838259990209375,0.5511259433207638
2016-10-29,0.6459006850871903,0.6636299014348876,0.7310722892726811,0.61557746,0.6700932166809652,0.6307491574691351
2016-10-30,0.7335266736928547,0.6636299014348876,0.7700133592037246,0.6198369,0.6844933956996261,0.6336637741222384
2016-10-31,0.5025182885724562,0.6636299014348876,0.623510122309737,0.56854266,0.6185608943424363,0.5985647532965643
2016-11-01,0.6233769293198373,0.6636299014348876,0.5842821096513819,0.5283412,0.592084395070647,0.5710561672032297
2016-11-02,0.7444606593110193,0.6636299014348876,0.6023480438511714,0.454328,0.5734353152771869,0.5204113278516702
2016-11-03,0.6094964917658792,0.6636299014348876,0.5162211589041734,0.41622478,0.5320252793458593,0.4943385153168588
2016-11-04,0.6592979910756469,0.6636299014348876,0.5908422309915488,0.51103246,0.5885015315154974,0.5592123710720277
2016-11-05,0.6818531969337159,0.6636299014348876,0.7332812526506791,0.61836576,0.6717589729011623,0.6326571052880063
2016-11-06,0.8764297602171265,0.6636299014348876,0.7722223225817226,0.6218256,0.6858925999483875,0.6350245430625723
2016-11-07,0.6523525402910556,0.6636299014348876,0.6257190856877349,0.5759126,0.6217538606392833,0.6036077636420103
2016-11-08,0.5891834953126242,0.6636299014348876,0.58649107302938,0.5287194,0.5929467998885612,0.5713149922750244
2016-11-09,0.6067737879725928,0.6636299014348876,0.6045570072291693,0.44581836,0.5713350910947552,0.514588457090563
2016-11-10,0.451156876142107,0.6636299014348876,0.5184301222821714,0.4101677,0.530742572602952,0.49019384739677535
2016-11-11,0.5475569030764792,0.6636299014348876,0.5930511943695467,0.50392014,0.5868670778955557,0.554345635854268
2016-11-12,0.7142432175644431,0.6636299014348876,0.7354902160286771,0.60640097,0.6685070280359507,0.6244699780248828
2016-11-13,0.9138754163342452,0.6636299014348876,0.7744312859597206,0.61565983,0.6845736734496716,0.6308055230930274
2016-11-14,0.5647539910264822,0.6636299014348876,0.627928049065733,0.5806678,0.6240752480837944,0.6068615936771048
2016-11-15,0.5309235541031383,0.6636299014348876,0.5887000364073779,0.5329036,0.5950778498340897,0.5741780967841508
2016-11-16,0.6377029807374069,0.6636299014348876,0.6067659706071673,0.4481747,0.5728568524272822,0.5162008116683638
2016-11-17,0.47194314416654903,0.6636299014348876,0.5206390856601693,0.41839468,0.5342212239622073,0.4958233131010829
2016-11-18,0.5667122509823252,0.6636299014348876,0.5952601577475447,0.5111528,0.59001428769343,0.5592947170884086
2016-11-19,0.7187516496262887,0.6636299014348876,0.7376991794066752,0.60804355,0.6697908774288567,0.6255939460879962
2016-11-20,0.8647311594427984,0.6636299014348876,0.7766402493377186,0.6201959,0.6868220253361182,0.6339094254628339
2016-11-21,0.5940534992992215,0.6636299014348876,0.630137012443731,0.5899327,0.6278998646695412,0.6132012580853456
